ProjectID;UserID;uploadServerUnixTime;CompanyID;FileSize;TypeDocs
726623;26992;1582203466;726615;5423730;8.Другие документы
746664;27180;1580823020;746662;328612;5.Финансовые документы
755110;27557;1582787223;755109;13217;5.Финансовые документы
755110;27557;1582787225;755109;9728;5.Финансовые документы
755110;27557;1582787227;755109;10240;5.Финансовые документы
755110;27557;1582787231;755109;17417;5.Финансовые документы
705607;27031;1580819932;703124;113405;8.Другие документы
747717;27278;1580302226;747716;631842;6.Юридические документы
741922;26996;1581317119;741921;163900;6.Юридические документы
747292;27186;1580455367;747291;45632;5.Финансовые документы
726619;26993;1580392600;726615;3172857;8.Другие документы
727591;27001;1580205283;727590;226146;6.Юридические документы
747292;27186;1580455370;747291;9728;5.Финансовые документы
705607;26955;1580717673;703124;4210758;1.Основные документы
726619;26993;1580391303;726615;36491025;8.Другие документы
726623;26992;1582203435;726615;5212824;8.Другие документы
727591;27001;1580205293;727590;18161;6.Юридические документы
727591;27001;1580205284;727590;569025;6.Юридические документы
747292;27186;1580455371;747291;563574;5.Финансовые документы
727591;27001;1580205285;727590;5912861;6.Юридические документы
746664;27180;1582122451;746662;956610;6.Юридические документы
746664;27180;1582122472;746662;869738;6.Юридические документы
755110;27557;1582800980;755109;106076;8.Другие документы
747292;27186;1580455372;747291;9728;5.Финансовые документы
726623;26992;1582203402;726615;5036232;8.Другие документы
726623;26992;1582203409;726615;5024158;8.Другие документы
726623;26992;1582203426;726615;5489726;8.Другие документы
726619;26993;1580392643;726615;2911168;8.Другие документы
747292;27186;1580455371;747291;2965102;5.Финансовые документы
726619;26993;1580457811;726615;3271957;8.Другие документы
748560;27531;1580455673;748559;637225512;1.Основные документы
747292;27186;1580455368;747291;625067;5.Финансовые документы
726619;26993;1580392636;726615;28491251;8.Другие документы
749900;27543;1581406565;749892;233840;1.Основные документы
749900;27543;1581406598;749892;999107;1.Основные документы
747292;27186;1580455368;747291;8704;5.Финансовые документы
747292;27186;1580455374;747291;78317;5.Финансовые документы
741922;26996;1581317106;741921;370137;6.Юридические документы
747292;27186;1580455369;747291;10240;5.Финансовые документы
747292;27186;1580455376;747291;415252;5.Финансовые документы
749900;27543;1582622961;749892;2484768;6.Юридические документы
749900;27543;1582622967;749892;177827;6.Юридические документы
749900;27543;1582622973;749892;5683207;6.Юридические документы
749900;27543;1582622974;749892;6312233;6.Юридические документы
746664;27180;1580823063;746662;49350979;1.Основные документы
749900;27543;1580888111;749892;20735662;6.Юридические документы
749900;27543;1580888155;749892;2516182;6.Юридические документы
749900;27543;1580888173;749892;7891199;6.Юридические документы
749900;27543;1580888212;749892;13647735;6.Юридические документы
724044;26979;1577462479;724043;98818;1.Основные документы
738554;27051;1577177265;738553;300015932;8.Другие документы
738554;27051;1577177327;738553;331475442;8.Другие документы
705605;26912;1571036420;703124;4;2.Технические условия
726619;26993;1577268877;726615;1649347;8.Другие документы
733114;27039;1575622056;733113;435022;8.Другие документы
705607;26955;1574666368;703124;4;2.Технические условия
727591;27000;1574407403;727590;557460;3.Материалы для KYC
705607;27031;1581341218;703124;113405;1.Основные документы
746115;27175;1581502809;746114;41116794;6.Юридические документы
729307;27021;1576654194;729306;72610;6.Юридические документы
729307;27021;1576654203;729306;69533;6.Юридические документы
729307;27021;1576654262;729306;39364;6.Юридические документы
729307;27021;1576654290;729306;39542;6.Юридические документы
729307;27021;1576654296;729306;39399;6.Юридические документы
729307;27021;1576654300;729306;39567;6.Юридические документы
741922;26996;1579589633;741921;141725;5.Финансовые документы
726619;26993;1575044934;726615;5677568;8.Другие документы
726623;26992;1582203401;726615;5744793;8.Другие документы
726623;26992;1582203430;726615;4661577;8.Другие документы
726623;26992;1582203439;726615;4849022;8.Другие документы
745433;27170;1579682515;745432;823078;5.Финансовые документы
745433;27170;1579682541;745432;2066513;5.Финансовые документы
745433;27170;1579682554;745432;107353;5.Финансовые документы
745433;27170;1579682557;745432;128786;5.Финансовые документы
745433;27170;1579682561;745432;966452;5.Финансовые документы
724044;26979;1579684409;724043;42240134;1.Основные документы
728356;27020;1574932251;728355;2879069;8.Другие документы
726780;26996;1573889584;726779;9281104;1.Основные документы
726780;26996;1573894530;726779;16688;5.Финансовые документы
726780;26996;1573894612;726779;186992;5.Финансовые документы
726780;26996;1573895262;726779;629492;5.Финансовые документы
724044;26979;1575296662;724043;9728;5.Финансовые документы
730174;27024;1575302760;729353;804211;1.Основные документы
705607;26955;1573117497;703124;4;1.Основные документы
741922;26996;1578919097;741921;630549;3.Материалы для KYC
726780;26996;1573890233;726779;15629844;5.Финансовые документы
726780;26996;1573894623;726779;247746;5.Финансовые документы
726780;26996;1573894649;726779;28886;5.Финансовые документы
754225;27554;1582636553;726615;10857763;8.Другие документы
729307;27021;1576654159;729306;245962;6.Юридические документы
729307;27021;1576654184;729306;70133;6.Юридические документы
729307;27021;1576654285;729306;39373;6.Юридические документы
729307;27021;1576654320;729306;39543;6.Юридические документы
728356;27020;1574932286;728355;25114;8.Другие документы
728356;27020;1574932302;728355;148946;8.Другие документы
727591;27000;1574407409;727590;544550;3.Материалы для KYC
730174;27024;1575302808;729353;7107947;1.Основные документы
726780;26996;1574321892;726779;236336;3.Материалы для KYC
727591;27001;1577191607;727590;480863;6.Юридические документы
727591;27001;1577191609;727590;665717;6.Юридические документы
723321;26973;1575039689;723317;8232954;8.Другие документы
726619;26993;1575044896;726615;78114378;8.Другие документы
705607;26912;1576222067;703124;59;1.Основные документы
705607;26912;1576222070;703124;58;1.Основные документы
726619;26993;1576235002;726615;92914741;8.Другие документы
727591;27001;1580205289;727590;1075811;6.Юридические документы
727591;27001;1580205291;727590;1101315;6.Юридические документы
727591;27000;1574352906;727590;11776;5.Финансовые документы
705607;27031;1581339267;703124;113405;1.Основные документы
724044;26979;1576666061;724043;10999302;6.Юридические документы
728356;27020;1581693791;728355;3243818;5.Финансовые документы
724068;26981;1573055965;724067;1170210;5.Финансовые документы
724068;26981;1573056132;724067;359133;1.Основные документы
724068;26981;1573056212;724067;733201;1.Основные документы
724068;26981;1573056231;724067;1816752;1.Основные документы
705607;26912;1574253194;703124;4;1.Основные документы
727591;27001;1574336988;727590;969178;6.Юридические документы
726780;26996;1574431715;726779;2585677;4.Презентация по проекту
727591;27001;1574336882;727590;133531;6.Юридические документы
727591;27001;1574336904;727590;162603;6.Юридические документы
727591;27001;1574336945;727590;281551;6.Юридические документы
727591;27001;1574336964;727590;2123339;6.Юридические документы
727591;27000;1574353099;727590;11264;5.Финансовые документы
746664;27180;1582122480;746662;1064776;6.Юридические документы
728336;27010;1574264746;728333;1516103;4.Презентация по проекту
724044;26979;1575296645;724043;92462;5.Финансовые документы
721640;26956;1576851416;719936;18781343;6.Юридические документы
727591;27001;1574336868;727590;124832;6.Юридические документы
727591;27000;1574353053;727590;8192;5.Финансовые документы
727591;27000;1574353087;727590;8704;5.Финансовые документы
727591;27000;1574353111;727590;11776;5.Финансовые документы
727591;27000;1574353122;727590;8704;5.Финансовые документы
724044;26979;1575462127;724043;46721;5.Финансовые документы
732966;26947;1575535147;721180;882351;1.Основные документы
732966;26947;1575535199;721180;852456;1.Основные документы
732966;26947;1575535248;721180;27136;1.Основные документы
732966;26947;1575535263;721180;616693;1.Основные документы
727591;27000;1574087103;727590;3737730;5.Финансовые документы
727591;27000;1574353016;727590;8192;5.Финансовые документы
722864;26986;1574161061;722863;2313155;1.Основные документы
746664;27180;1582016078;746662;1575408;2.Технические условия
723321;26973;1575039606;723317;10448936;8.Другие документы
723321;26973;1575039634;723317;10222091;8.Другие документы
724938;26984;1573483616;724937;71872;5.Финансовые документы
724939;26984;1573484305;724937;4395212;2.Технические условия
732966;26947;1575535153;721180;69238;1.Основные документы
732966;26947;1575535176;721180;10551394;1.Основные документы
732966;26947;1575535207;721180;285530;1.Основные документы
726619;26993;1577268886;726615;1102934;8.Другие документы
741822;26947;1579607694;721180;2288197;8.Другие документы
727591;27000;1574352698;727590;8192;5.Финансовые документы
727591;27000;1574352953;727590;13824;5.Финансовые документы
728336;27010;1574415787;728333;94943894;8.Другие документы
705607;26912;1572611500;703124;490000000;4.Презентация по проекту
755110;27557;1582787226;755109;8704;5.Финансовые документы
755110;27557;1582787246;755109;9728;5.Финансовые документы
755110;27557;1582800976;755109;106235;8.Другие документы
729307;27021;1582814077;729306;24245929;5.Финансовые документы
727591;27000;1574070955;727590;20649;5.Финансовые документы
741922;26996;1578978172;741921;1317577;1.Основные документы
724068;26981;1573056187;724067;1328897;1.Основные документы
724068;26981;1573056198;724067;848617;1.Основные документы
741922;26996;1578658039;741921;335108;3.Материалы для KYC
705607;26955;1573482099;703124;4;4.Презентация по проекту
724938;26984;1573482580;724937;1778046;2.Технические условия
727591;27000;1574352959;727590;21504;5.Финансовые документы
741922;26996;1578919101;741921;1914848;3.Материалы для KYC
741922;26996;1578919113;741921;1222788;3.Материалы для KYC
741922;26996;1578919116;741921;4272641;3.Материалы для KYC
741922;26996;1578919118;741921;4664644;3.Материалы для KYC
741922;26996;1578939288;741921;952612;8.Другие документы
705607;26955;1575457716;703124;74418;1.Основные документы
727591;27001;1574336878;727590;287861;6.Юридические документы
727591;27000;1574352926;727590;12288;5.Финансовые документы
727591;27000;1574353116;727590;8704;5.Финансовые документы
727591;27000;1574353141;727590;342837;5.Финансовые документы
724938;26984;1573482899;724937;4831474;1.Основные документы
730174;27024;1575302709;729353;1110675;1.Основные документы
730174;27024;1575302738;729353;1081688;1.Основные документы
720089;26957;1574153069;719936;1185673;8.Другие документы
724068;26981;1573056242;724067;123581;1.Основные документы
724068;26981;1573056292;724067;5503836;6.Юридические документы
705606;26912;1575963785;703124;10;1.Основные документы
733114;27039;1575966089;733113;10658;8.Другие документы
733114;27039;1575987751;733113;340385;8.Другие документы
721640;26956;1575990851;719936;39600853;8.Другие документы
746664;27180;1582016076;746662;1512955;2.Технические условия
726623;26992;1582203418;726615;5470753;8.Другие документы
727591;27001;1579186658;727590;43214;6.Юридические документы
727591;27001;1579186660;727590;16359;6.Юридические документы
726780;26996;1574321879;726779;8939882;3.Материалы для KYC
722864;26986;1573481409;722863;21631693;1.Основные документы
724044;26979;1575624567;724043;10153135;2.Технические условия
726623;26992;1582203439;726615;4723628;8.Другие документы
730174;27024;1575302742;729353;1482302;1.Основные документы
730174;27024;1575302772;729353;13032279;1.Основные документы
722864;26986;1575303200;722863;30236026;1.Основные документы
728356;27020;1575380838;728355;787670;8.Другие документы
741922;26996;1578989365;741921;1132362;2.Технические условия
724044;26979;1575296651;724043;13824;5.Финансовые документы
727591;27000;1574407393;727590;13480;3.Материалы для KYC
724044;26979;1575296689;724043;28672;5.Финансовые документы
724044;26979;1579763537;724043;7912332;8.Другие документы
705607;26912;1572936708;703124;5;1.Основные документы
741922;26996;1578978174;741921;1196466;1.Основные документы
741922;26996;1578979583;741921;5576888;6.Юридические документы
741922;26996;1578979839;741921;3251054;6.Юридические документы
741922;26996;1578982612;741921;2441420;1.Основные документы
741922;26996;1578988997;741921;5050287;1.Основные документы
732966;26947;1575535245;721180;4607125;1.Основные документы
732966;26947;1575535261;721180;106135;1.Основные документы
733114;27039;1575622063;733113;415767;8.Другие документы
724044;26979;1575634808;724043;8192;5.Финансовые документы
724044;26979;1575634818;724043;8192;5.Финансовые документы
729307;27021;1576654228;729306;39576;6.Юридические документы
729307;27021;1576654215;729306;39467;6.Юридические документы
729307;27021;1576654305;729306;39561;6.Юридические документы
736980;27047;1576669837;736979;21938637;1.Основные документы
705607;26912;1579611211;703124;9549777;1.Основные документы
727591;27001;1577191603;727590;316928;6.Юридические документы
727591;27001;1577191604;727590;221974;6.Юридические документы
741922;26996;1578938953;741921;18749;1.Основные документы
726623;26992;1582203434;726615;5483312;8.Другие документы
705607;26955;1575464421;703124;28488673;1.Основные документы
726623;26992;1582203472;726615;5849958;8.Другие документы
732966;26947;1575535142;721180;1560050;1.Основные документы
732966;26947;1575535194;721180;295070;1.Основные документы
732966;26947;1575535223;721180;229741;1.Основные документы
741922;26996;1578988950;741921;1427742;1.Основные документы
724939;26984;1573484315;724937;50403;2.Технические условия
724939;26984;1573484638;724937;73781;6.Юридические документы
724940;26984;1573485282;724937;764449;2.Технические условия
724940;26984;1573485820;724937;64441003;1.Основные документы
727591;27001;1580205283;727590;825164;6.Юридические документы
727591;27001;1580205285;727590;2288361;6.Юридические документы
733972;27043;1575900215;733971;450284;6.Юридические документы
733972;27043;1575900285;733971;7711783;2.Технические условия
705606;26912;1575965138;703124;100000000;1.Основные документы
723321;26973;1575970045;723317;17038062;2.Технические условия
724044;26979;1573044877;724043;10411186;1.Основные документы
724068;26981;1573055890;724067;18337110;4.Презентация по проекту
724068;26981;1573056207;724067;2656477;1.Основные документы
733972;27043;1575900210;733971;1383182;6.Юридические документы
733972;27043;1575900223;733971;447488;6.Юридические документы
733972;27043;1575900355;733971;261615;2.Технические условия
733972;27043;1575900358;733971;364635;2.Технические условия
726623;26992;1582203467;726615;4826841;8.Другие документы
722864;26986;1573737252;722863;3575130;1.Основные документы
726780;26996;1573894687;726779;11224;5.Финансовые документы
726780;26996;1573895269;726779;685850;5.Финансовые документы
724044;26979;1573044944;724043;1677657;1.Основные документы
724044;26979;1573045695;724043;9381414;2.Технические условия
733115;27039;1575987786;733113;13118;8.Другие документы
721640;26956;1575990922;719936;5960496;8.Другие документы
705607;26912;1579609777;703124;68454;1.Основные документы
755110;27557;1582708763;755109;14522;1.Основные документы
722865;26964;1573137067;722863;1449941;6.Юридические документы
727591;27000;1574407421;727590;40448;3.Материалы для KYC
728336;27010;1574416012;728333;71052714;8.Другие документы
723321;26973;1575970039;723317;8211214;2.Технические условия
733115;27039;1575972024;733113;1475878;8.Другие документы
733115;27039;1575978450;733113;3365086;8.Другие документы
724044;26979;1575543843;724043;2898662;5.Финансовые документы
705607;26955;1575639938;703124;5;2.Технические условия
736663;27045;1577281375;736662;175142738;8.Другие документы
727591;27000;1574070412;727590;1053388;4.Презентация по проекту
727591;27000;1574071889;727590;248616;5.Финансовые документы
727591;27001;1577191602;727590;96502;6.Юридические документы
745433;27170;1579784850;745432;4286064;5.Финансовые документы
724044;26979;1573053189;724043;19837917;8.Другие документы
723321;26973;1573055054;723317;9560937;8.Другие документы
724068;26981;1573056239;724067;2645661;1.Основные документы
724068;26981;1573056285;724067;388003;6.Юридические документы
724938;26984;1573483297;724937;302144;1.Основные документы
724938;26984;1573483580;724937;2311582;5.Финансовые документы
724938;26984;1573483750;724937;77808;6.Юридические документы
724938;26984;1573483752;724937;192942;6.Юридические документы
724939;26984;1573484380;724937;2298101;5.Финансовые документы
724939;26984;1573484701;724937;5674194;1.Основные документы
724939;26984;1573484738;724937;12473361;1.Основные документы
724939;26984;1573484745;724937;109672;1.Основные документы
724939;26984;1573484948;724937;6705785;1.Основные документы
724940;26984;1573485279;724937;624657;2.Технические условия
728336;27010;1574424467;728333;1034598;1.Основные документы
705607;26955;1575639945;703124;4;2.Технические условия
705607;26912;1576222073;703124;58;1.Основные документы
705607;26955;1576226212;703124;5;1.Основные документы
741922;26996;1581317115;741921;314731;6.Юридические документы
749900;27543;1581406566;749892;258418;1.Основные документы
741922;26996;1578642877;741921;53234;1.Основные документы
728336;27010;1574424561;728333;2286673;6.Юридические документы
728336;27010;1574424568;728333;2851176;6.Юридические документы
733972;27043;1575900206;733971;14525568;6.Юридические документы
733972;27043;1575900534;733971;4070263;1.Основные документы
733115;27039;1575902374;733113;324096;8.Другие документы
733115;27039;1575902378;733113;33159;8.Другие документы
705607;27031;1581331906;703124;1150;1.Основные документы
749900;27543;1581406600;749892;104111;1.Основные документы
724044;26979;1573045676;724043;100726191;2.Технические условия
724044;26979;1573053417;724043;1438349;8.Другие документы
724044;26979;1573055454;724043;984374;6.Юридические документы
724068;26981;1573056108;724067;2305156;1.Основные документы
724068;26981;1573056304;724067;201392;6.Юридические документы
729307;27021;1574674091;729306;254880;8.Другие документы
705607;26955;1575961198;703124;6;1.Основные документы
741922;26996;1581015466;741921;627743;6.Юридические документы
724044;26979;1577698398;724043;489358;1.Основные документы
724044;26979;1577698889;724043;7824;8.Другие документы
727591;27001;1579520933;727590;802283;6.Юридические документы
727591;27001;1579520939;727590;3312478;6.Юридические документы
727591;27001;1579520943;727590;807939;6.Юридические документы
741922;26996;1579589625;741921;1306598;5.Финансовые документы
741922;26996;1579589632;741921;139061;5.Финансовые документы
741922;26996;1579589634;741921;1486457;5.Финансовые документы
741922;26996;1579589755;741921;269445;3.Материалы для KYC
724940;26984;1573485453;724937;388835;5.Финансовые документы
724940;26984;1573485556;724937;450008;6.Юридические документы
724940;26984;1573485564;724937;54965;6.Юридические документы
724940;26984;1573485575;724937;151354;6.Юридические документы
724940;26984;1573485659;724937;1756559;1.Основные документы
724940;26984;1573486068;724937;18368257;2.Технические условия
724940;26984;1573486149;724937;8120951;1.Основные документы
724939;26984;1573486180;724937;285931;1.Основные документы
727591;27000;1574684463;727590;221490;5.Финансовые документы
726780;26996;1574694892;726779;2170134;4.Презентация по проекту
705607;26912;1582726682;703124;5;1.Основные документы
724938;26984;1573482617;724937;51275;2.Технические условия
724938;26984;1573483532;724937;4374804;5.Финансовые документы
724938;26984;1573483798;724937;1310508;6.Юридические документы
724938;26984;1573484218;724937;3480162;1.Основные документы
724939;26984;1573484676;724937;3647992;1.Основные документы
724939;26984;1573484732;724937;26277801;1.Основные документы
741922;26996;1578919096;741921;138071;3.Материалы для KYC
741922;26996;1578978175;741921;1502934;1.Основные документы
741922;26996;1578979834;741921;601783;6.Юридические документы
741922;26996;1578986706;741921;1380420;1.Основные документы
741922;26996;1578987139;741921;577088;1.Основные документы
741922;26996;1578987615;741921;1250166;1.Основные документы
730163;26947;1578994526;721180;1191510;8.Другие документы
730163;26947;1578994526;721180;929762;8.Другие документы
722865;26964;1573135787;722863;4396449;1.Основные документы
722865;26964;1573136296;722863;29883187;1.Основные документы
722865;26964;1573136926;722863;10365118;1.Основные документы
724044;26979;1573205917;724043;783916;1.Основные документы
729307;27021;1574674116;729306;7937;8.Другие документы
729307;27021;1574674252;729306;444757;8.Другие документы
729307;27021;1574674271;729306;21514444;8.Другие документы
724044;26979;1576067986;724043;24576;5.Финансовые документы
726619;26993;1577454181;726615;4428103;8.Другие документы
726619;26993;1577454222;726615;95234395;8.Другие документы
741922;26996;1578938881;741921;1712196;8.Другие документы
741922;26996;1578939298;741921;6931732;8.Другие документы
746664;27180;1582701028;746662;53452;8.Другие документы
755110;27557;1582708826;755109;33600;5.Финансовые документы
730163;26947;1579598814;721180;31420;1.Основные документы
730163;26947;1579598815;721180;2976739;1.Основные документы
741822;26947;1579607938;721180;27452000;8.Другие документы
741822;26947;1579607959;721180;145381478;8.Другие документы
741822;26947;1579607995;721180;5865532;8.Другие документы
741822;26947;1579608043;721180;32202251;8.Другие документы
705607;26955;1579620017;703124;39511133;1.Основные документы
744107;27160;1579623277;744106;15953228;5.Финансовые документы
730163;26947;1578994522;721180;2979219;8.Другие документы
724939;26984;1573485098;724937;110982;1.Основные документы
724940;26984;1573485273;724937;200473;2.Технические условия
724940;26984;1573485285;724937;201855;2.Технические условия
724940;26984;1573485842;724937;5818909;1.Основные документы
724940;26984;1573485861;724937;139632860;1.Основные документы
724940;26984;1573485933;724937;173347;1.Основные документы
705605;26912;1573546179;703124;5;6.Юридические документы
741922;26996;1579023213;741921;203294;3.Материалы для KYC
741922;26996;1579023214;741921;202921;3.Материалы для KYC
724938;26984;1573483012;724937;1064970;1.Основные документы
727591;27000;1574407415;727590;581969;3.Материалы для KYC
724044;26979;1575634813;724043;8192;5.Финансовые документы
741922;26996;1579023216;741921;283598;3.Материалы для KYC
